EqName	SwordShieldWFreeStand	ShieldSwordWFreeStand	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	SwordShieldWStand	ShieldSwordWStand	GuqinWStand1	GuqinWStand2	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	SwordShieldWWalk	ShieldSwordWWalk	GuqinWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	SwordShieldWRun	ShieldSwordWRun	GuqinWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	SwordShieldWWound	ShieldSwordWWound	GuqinWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	SwordShieldWDie	ShieldSwordWDie	GuqinWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	SwordShieldWChop	SwordShieldWCut	ShieldSwordWChop	ShieldSwordWCut	GuqinWPuncture	GuqinWCut	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SwordShieldWMagic	ShieldSwordWMagic	GuqinWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2	ChangeColor
Ë«²øÊÖ-Ë®	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST02.spr	MA_LF_001_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_001_WK01.spr	MA_LF_001_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_001_RN01.spr	MA_LF_001_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_001_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_001_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_001_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_001_MG01.spr	MA_LF_001_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_001_ZZ01.spr	MA_LF_001_JP01.spr	MA_LF_008_RD01.spr	MA_LF_008_HW01.spr	MA_LF_008_HR01.spr	MA_LF_008_HA01.spr	MA_LF_008_HA02.spr	MA_LF_008_HM01.spr	MA_LF_008_HI01.spr	MA_LF_008_HD01.spr	MA_LF_008_RD01.spr	MA_LF_008_RD01.spr	0x0080ff
Ë«²øÊÖ-Ä¾	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST02.spr	MA_LF_001_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_001_WK01.spr	MA_LF_001_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_001_RN01.spr	MA_LF_001_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_001_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_001_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_001_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_001_MG01.spr	MA_LF_001_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_001_ZZ01.spr	MA_LF_001_JP01.spr	MA_LF_008_RD01.spr	MA_LF_008_HW01.spr	MA_LF_008_HR01.spr	MA_LF_008_HA01.spr	MA_LF_008_HA02.spr	MA_LF_008_HM01.spr	MA_LF_008_HI01.spr	MA_LF_008_HD01.spr	MA_LF_008_RD01.spr	MA_LF_008_RD01.spr	0x00ff00
Ë«²øÊÖ-»ð	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST01.spr	MA_LF_001_ST02.spr	MA_LF_001_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_001_WK01.spr	MA_LF_001_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_001_RN01.spr	MA_LF_001_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_001_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_001_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_001_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_001_MG01.spr	MA_LF_001_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_001_ZZ01.spr	MA_LF_001_JP01.spr	MA_LF_008_RD01.spr	MA_LF_008_HW01.spr	MA_LF_008_HR01.spr	MA_LF_008_HA01.spr	MA_LF_008_HA02.spr	MA_LF_008_HM01.spr	MA_LF_008_HI01.spr	MA_LF_008_HD01.spr	MA_LF_008_RD01.spr	MA_LF_008_RD01.spr	0xff0000
³¤¹÷-½ð¹÷	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
³¤¹÷-»ð¹÷	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0xff0000
³¤Ç¹-½ðÇ¹	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
³¤Ç¹-»ðÇ¹	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0xff0000
µ¥ÊÖµ¶-½ð	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x808000
µ¥ÊÖµ¶-Ä¾	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x00ff00
µ¥ÊÖµ¶-Ë®	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x0080ff
µ¥ÊÖ»ðµ¶-»ð	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0xff0000
µ¥ÊÖµ¶-À×	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x8000ff
µ¥ÊÖ½£-Ë®	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x0080ff
µ¥ÊÖ½£-À×	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST01.spr	MA_LF_000_ST02.spr	MA_LF_000_ST03.spr	MA_LF_000_ST04.spr	MA_LF_000_ST05.spr	MA_LF_000_ST06.spr					MA_LF_000_WK01.spr	MA_LF_000_WK01.spr	MA_LF_000_WK02.spr	MA_LF_000_WK03.spr	MA_LF_000_WK04.spr				MA_LF_000_RN01.spr	MA_LF_000_RN01.spr	MA_LF_000_RN02.spr	MA_LF_000_RN03.spr	MA_LF_000_RN04.spr				MA_LF_000_IJ01.spr	MA_LF_000_IJ02.spr	MA_LF_000_IJ03.spr	MA_LF_000_IJ04.spr				MA_LF_000_DE01.spr	MA_LF_000_DE02.spr	MA_LF_000_DE03.spr	MA_LF_000_DE04.spr				MA_LF_000_AT01.spr	MA_LF_000_AT02.spr	MA_LF_000_AT03.spr	MA_LF_000_AT04.spr	MA_LF_000_AT05.spr	MA_LF_000_AT06.spr	MA_LF_000_AT07.spr							MA_LF_000_MG01.spr	MA_LF_000_MG02.spr	MA_LF_000_MG03.spr	MA_LF_000_MG04.spr	MA_LF_000_MG05.spr				MA_LF_000_ZZ01.spr	MA_LF_000_JP01.spr	MA_LF_000_RD01.spr	MA_LF_000_HW01.spr	MA_LF_000_HR01.spr	MA_LF_000_HA01.spr	MA_LF_000_HA02.spr	MA_LF_000_HM01.spr	MA_LF_000_HI01.spr	MA_LF_000_HD01.spr	MA_LF_000_RD01.spr	MA_LF_000_RD01.spr	0x8000ff
