EqName	FreeStand1	FreeStand2	FreeStand3	MeleeWStand	RangeWStand	DoubleWStand	FreeWalk	NormalWalk	MeleeWWalk	RangeWWalk	DoubleWWalk	FreeRun	NormalRun	MeleeWRun	RangeWRun	DoubleWRun	FreeWound	MeleeWWound	RangeWWound	DoubleWWound	FreeDie	MeleeWDie	RangeWDie	DoubleWDie	FreeAttack	MeleeWPuncture	MeleeWCut	RangeWPuncture	RangeWCut	DoubleWPull	DoubleWPound	DartThrow	FreeMagic	MeleeWMagic	RangeWMagic	DoubleWMagic	SitDown	Jump	RideStand	RideWalk	RideRun	RideCut	RidePuncture	RideMagic	RideWound	RideDie	RideStand1	RideStand2
Ngua ress 12																																							MA_HH_011_RD01.spr	MA_HH_011_HW01.spr	MA_HH_011_HR01.spr	MA_HH_011_HA01.spr	MA_HH_011_HA02.spr	MA_HH_011_HM01.spr	MA_HH_011_HI01.spr	MA_HH_011_HD01.spr	MA_HH_011_RD02.spr	MA_HH_011_RD03.spr
Ngua ress 13																																							MA_HH_012_RD01.spr	MA_HH_012_HW01.spr	MA_HH_012_HR01.spr	MA_HH_012_HA01.spr	MA_HH_012_HA02.spr	MA_HH_012_HM01.spr	MA_HH_012_HI01.spr	MA_HH_012_HD01.spr	MA_HH_012_RD02.spr	MA_HH_012_RD03.spr
Ngua ress 14																																							MA_HH_013_RD01.spr	MA_HH_013_HW01.spr	MA_HH_013_HR01.spr	MA_HH_013_HA01.spr	MA_HH_013_HA02.spr	MA_HH_013_HM01.spr	MA_HH_013_HI01.spr	MA_HH_013_HD01.spr	MA_HH_013_RD02.spr	MA_HH_013_RD03.spr
Ngua ress 15																																							MA_HH_014_RD01.spr	MA_HH_014_HW01.spr	MA_HH_014_HR01.spr	MA_HH_014_HA01.spr	MA_HH_014_HA02.spr	MA_HH_014_HM01.spr	MA_HH_014_HI01.spr	MA_HH_014_HD01.spr	MA_HH_014_RD02.spr	MA_HH_014_RD03.spr
Ngua ress 16																																							MA_HH_016_RD01.spr	MA_HH_016_HW01.spr	MA_HH_016_HR01.spr	MA_HH_016_HA01.spr	MA_HH_016_HA02.spr	MA_HH_016_HM01.spr	MA_HH_016_HI01.spr	MA_HH_016_HD01.spr	MA_HH_016_RD02.spr	MA_HH_016_RD03.spr
Ngua ress 17																																							MA_HH_017_RD01.spr	MA_HH_017_HW01.spr	MA_HH_017_HR01.spr	MA_HH_017_HA01.spr	MA_HH_017_HA02.spr	MA_HH_017_HM01.spr	MA_HH_017_HI01.spr	MA_HH_017_HD01.spr	MA_HH_017_RD02.spr	MA_HH_017_RD03.spr
Ngua ress 18																																							MA_HH_018_RD01.spr	MA_HH_018_HW01.spr	MA_HH_018_HR01.spr	MA_HH_018_HA01.spr	MA_HH_018_HA02.spr	MA_HH_018_HM01.spr	MA_HH_018_HI01.spr	MA_HH_018_HD01.spr	MA_HH_018_RD02.spr	MA_HH_018_RD03.spr
Ngua ress 19																																							MA_HH_019_RD01.spr	MA_HH_019_HW01.spr	MA_HH_019_HR01.spr	MA_HH_019_HA01.spr	MA_HH_019_HA02.spr	MA_HH_019_HM01.spr	MA_HH_019_HI01.spr	MA_HH_019_HD01.spr	MA_HH_019_RD02.spr	MA_HH_019_RD03.spr
Ngua ress 20																																							MA_HH_030_RD01.spr	MA_HH_030_HW01.spr	MA_HH_030_HR01.spr	MA_HH_030_HA01.spr	MA_HH_030_HA02.spr	MA_HH_030_HM01.spr	MA_HH_030_HI01.spr	MA_HH_030_HD01.spr	MA_HH_030_RD01.spr	MA_HH_030_RD01.spr
Ngua ress 21																																							MA_HH_031_RD01.spr	MA_HH_031_HW01.spr	MA_HH_031_HR01.spr	MA_HH_031_HA01.spr	MA_HH_031_HA02.spr	MA_HH_031_HM01.spr	MA_HH_031_HI01.spr	MA_HH_031_HD01.spr	MA_HH_031_RD01.spr	MA_HH_031_RD01.spr
Ngua ress 22																																							MA_HH_030_RD01.spr	MA_HH_030_HW01.spr	MA_HH_030_HR01.spr	MA_HH_030_HA01.spr	MA_HH_030_HA02.spr	MA_HH_030_HM01.spr	MA_HH_030_HI01.spr	MA_HH_030_HD01.spr	MA_HH_030_RD01.spr	MA_HH_030_RD01.spr
Ngua ress 23																																							MA_HH_032_RD01.spr	MA_HH_032_HW01.spr	MA_HH_032_HR01.spr	MA_HH_032_HA01.spr	MA_HH_032_HA02.spr	MA_HH_032_HM01.spr	MA_HH_032_HI01.spr	MA_HH_032_HD01.spr	MA_HH_032_RD01.spr	MA_HH_032_RD01.spr
Ngua ress 24																																							MA_HH_033_RD01.spr	MA_HH_033_HW01.spr	MA_HH_033_HR01.spr	MA_HH_033_HA01.spr	MA_HH_033_HA02.spr	MA_HH_033_HM01.spr	MA_HH_033_HI01.spr	MA_HH_033_HD01.spr	MA_HH_033_RD01.spr	MA_HH_033_RD01.spr
Ngua ress 25																																							MA_HH_035_RD01.spr	MA_HH_035_HW01.spr	MA_HH_035_HR01.spr	MA_HH_035_HA01.spr	MA_HH_035_HA02.spr	MA_HH_035_HM01.spr	MA_HH_035_HI01.spr	MA_HH_035_HD01.spr	MA_HH_035_RD01.spr	MA_HH_035_RD01.spr
Ngua ress 26																																							MA_HH_036_RD01.spr	MA_HH_036_HW01.spr	MA_HH_036_HR01.spr	MA_HH_036_HA01.spr	MA_HH_036_HA02.spr	MA_HH_036_HM01.spr	MA_HH_036_HI01.spr	MA_HH_036_HD01.spr	MA_HH_036_RD01.spr	MA_HH_036_RD01.spr
Ngua ress 27																																							MA_HH_037_RD01.spr	MA_HH_037_HW01.spr	MA_HH_037_HR01.spr	MA_HH_037_HA01.spr	MA_HH_037_HA02.spr	MA_HH_037_HM01.spr	MA_HH_037_HI01.spr	MA_HH_037_HD01.spr	MA_HH_037_RD01.spr	MA_HH_037_RD01.spr
Ngua ress 28																																							MA_HH_038_RD01.spr	MA_HH_038_HW01.spr	MA_HH_038_HR01.spr	MA_HH_038_HA01.spr	MA_HH_038_HA02.spr	MA_HH_038_HM01.spr	MA_HH_038_HI01.spr	MA_HH_038_HD01.spr	MA_HH_038_RD01.spr	MA_HH_038_RD01.spr
Ngua ress 29																																							MA_HH_039_RD01.spr	MA_HH_039_HW01.spr	MA_HH_039_HR01.spr	MA_HH_039_HA01.spr	MA_HH_039_HA02.spr	MA_HH_039_HM01.spr	MA_HH_039_HI01.spr	MA_HH_039_HD01.spr	MA_HH_039_RD01.spr	MA_HH_039_RD01.spr
Ngua ress 30																																							MA_HH_040_RD01.spr	MA_HH_040_HW01.spr	MA_HH_040_HR01.spr	MA_HH_040_HA01.spr	MA_HH_040_HA02.spr	MA_HH_040_HM01.spr	MA_HH_040_HI01.spr	MA_HH_040_HD01.spr	MA_HH_040_RD01.spr	MA_HH_040_RD01.spr
Ngua ress 31																																							MA_HH_041_RD01.spr	MA_HH_041_HW01.spr	MA_HH_041_HR01.spr	MA_HH_041_HA01.spr	MA_HH_041_HA02.spr	MA_HH_041_HM01.spr	MA_HH_041_HI01.spr	MA_HH_041_HD01.spr	MA_HH_041_RD01.spr	MA_HH_041_RD01.spr
Ngua ress 32																																							MA_HH_042_RD01.spr	MA_HH_042_HW01.spr	MA_HH_042_HR01.spr	MA_HH_042_HA01.spr	MA_HH_042_HA02.spr	MA_HH_042_HM01.spr	MA_HH_042_HI01.spr	MA_HH_042_HD01.spr	MA_HH_042_RD01.spr	MA_HH_042_RD01.spr
TBT  ress 33																																							MA_HH_043_RD01.spr	MA_HH_043_HW01.spr	MA_HH_043_HR01.spr	MA_HH_043_HA01.spr	MA_HH_043_HA02.spr	MA_HH_043_HM01.spr	MA_HH_043_HI01.spr	MA_HH_043_HD01.spr	MA_HH_043_RD01.spr	MA_HH_043_RD01.spr
Ngua ress 34																																							MA_HH_044_RD01.spr	MA_HH_044_HW01.spr	MA_HH_044_HR01.spr	MA_HH_044_HA01.spr	MA_HH_044_HA02.spr	MA_HH_044_HM01.spr	MA_HH_044_HI01.spr	MA_HH_044_HD01.spr	MA_HH_044_RD01.spr	MA_HH_044_RD01.spr
Ngua ress 35																																							MA_HH_045_RD01.spr	MA_HH_045_HW01.spr	MA_HH_045_HR01.spr	MA_HH_045_HA01.spr	MA_HH_045_HA02.spr	MA_HH_045_HM01.spr	MA_HH_045_HI01.spr	MA_HH_045_HD01.spr	MA_HH_045_RD01.spr	MA_HH_045_RD01.spr
HMao ress 36																																							horse01_hh_rs.spr	horse01_hh_rw.spr	horse01_hh_rr.spr	horse01_hh_ra01.spr	horse01_hh_ra02.spr	horse01_hh_rm.spr	horse01_hh_rb.spr	horse01_hh_rd.spr	horse01_hh_rs.spr	horse01_hh_rs.spr
KHS  ress 37																																							horse02_hh_rs.spr	horse02_hh_rw.spr	horse02_hh_rr.spr	horse02_hh_ra01.spr	horse02_hh_ra02.spr	horse02_hh_rm.spr	horse02_hh_rb.spr	horse02_hh_rd.spr	horse02_hh_rs.spr	horse02_hh_rs.spr
HMHG ress 38																																							horse03_hh_rs.spr	horse03_hh_rw.spr	horse03_hh_rr.spr	horse03_hh_ra01.spr	horse03_hh_ra02.spr	horse03_hh_rm.spr	horse03_hh_rb.spr	horse03_hh_rd.spr	horse03_hh_rs.spr	horse03_hh_rs.spr
HHTN ress 39																																							horse04_hh_rs.spr	horse04_hh_rw.spr	horse04_hh_rr.spr	horse04_hh_ra01.spr	horse04_hh_ra02.spr	horse04_hh_rm.spr	horse04_hh_rb.spr	horse04_hh_rd.spr	horse04_hh_rs.spr	horse04_hh_rs.spr
BMCC ress 40																																							horse05_hh_rs.spr	horse05_hh_rw.spr	horse05_hh_rr.spr	horse05_hh_ra01.spr	horse05_hh_ra02.spr	horse05_hh_rm.spr	horse05_hh_rb.spr	horse05_hh_rd.spr	horse05_hh_rs.spr	horse05_hh_rs.spr
HMCC ress 41																																							horse06_hh_rs.spr	horse06_hh_rw.spr	horse06_hh_rr.spr	horse06_hh_ra01.spr	horse06_hh_ra02.spr	horse06_hh_rm.spr	horse06_hh_rb.spr	horse06_hh_rd.spr	horse06_hh_rs.spr	horse06_hh_rs.spr
HHT  ress 42																																							horse07_hh_rs.spr	horse07_hh_rw.spr	horse07_hh_rr.spr	horse07_hh_ra01.spr	horse07_hh_ra02.spr	horse07_hh_rm.spr	horse07_hh_rb.spr	horse07_hh_rd.spr	horse07_hh_rs.spr	horse07_hh_rs.spr
BHL  ress 43																																							horse08_hh_rs.spr	horse08_hh_rw.spr	horse08_hh_rr.spr	horse08_hh_ra01.spr	horse08_hh_ra02.spr	horse08_hh_rm.spr	horse08_hh_rb.spr	horse08_hh_rd.spr	horse08_hh_rs.spr	horse08_hh_rs.spr
KMao ress 44																																							MA_HH_KIMMAO_RD01.spr	MA_HH_KIMMAO_HW01.spr	MA_HH_KIMMAO_HR01.spr	MA_HH_KIMMAO_HA01.spr	MA_HH_KIMMAO_HA02.spr	MA_HH_KIMMAO_HM01.spr	MA_HH_KIMMAO_HI01.spr	MA_HH_KIMMAO_HD01.spr	MA_HH_KIMMAO_RD01.spr	MA_HH_KIMMAO_RD01.spr
PYM  ress 45																																							MA_HH_PHIYENMA_RD01.spr	MA_HH_PHIYENMA_HW01.spr	MA_HH_PHIYENMA_HR01.spr	MA_HH_PHIYENMA_HA01.spr	MA_HH_PHIYENMA_HA02.spr	MA_HH_PHIYENMA_HM01.spr	MA_HH_PHIYENMA_HI01.spr	MA_HH_PHIYENMA_HD01.spr	MA_HH_PHIYENMA_RD01.spr	MA_HH_PHIYENMA_RD01.spr
DE T ress 46																																							MA_HH_DETRANG_RD01.spr	MA_HH_DETRANG_HW01.spr	MA_HH_DETRANG_HR01.spr	MA_HH_DETRANG_HA01.spr	MA_HH_DETRANG_HA02.spr	MA_HH_DETRANG_HM01.spr	MA_HH_DETRANG_HI01.spr	MA_HH_DETRANG_HD01.spr	MA_HH_DETRANG_RD01.spr	MA_HH_DETRANG_RD01.spr
HMao ress 47																																							horse135_hh_rs.spr	horse135_hh_rw.spr	horse135_hh_rr.spr	horse135_hh_ra01.spr	horse135_hh_ra02.spr	horse135_hh_rm.spr	horse135_hh_rb.spr	horse135_hh_rd.spr	horse135_hh_rs.spr	horse135_hh_rs.spr
