Ð§¹û	ÊÇ·ñÇ°×º	ÎåÐÐÒªÇó	µÈ¼¶ÒªÇó	ÊôÐÔµ÷ÕûÀà±ð	²ÎÊý1×îÐ¡Öµ	²ÎÊý1×î´óÖµ	²ÎÊý2×îÐ¡Öµ	²ÎÊý2×î´óÖµ	²ÎÊý3×îÐ¡Öµ	²ÎÊý3×î´óÖµ	Ð§¹ûËµÃ÷
ÐÂÄÚ¹¦¹¥ËÙ101				240	101	101	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ126				240	126	126	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ158				240	158	158	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ201				240	201	201	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ261				240	261	261	-1	-1	0	0	0
ÐÂÍâ¹¦¹¥ËÙ29				239	29	29	-1	-1	0	0	0
ÐÂÄÚ¹¦¹¥ËÙ29				240	29	29	-1	-1	0	0	0
Ô­ÌåÁ¦(1¼¶)				93	10	10	-1	-1	0	0	0
Ô­ÌåÁ¦(2¼¶)				93	30	30	-1	-1	0	0	0
Ô­ÌåÁ¦(3¼¶)				93	50	50	-1	-1	0	0	0
Ô­ÌåÁ¦(4¼¶)				93	70	70	-1	-1	0	0	0
Ô­ÌåÁ¦(5¼¶)				93	90	90	-1	-1	0	0	0
Ô­ÌåÁ¦(6¼¶)				93	110	110	-1	-1	0	0	0
Ô­ÌåÁ¦(7¼¶)				93	130	130	-1	-1	0	0	0
Ô­ÌåÁ¦(8¼¶)				93	150	150	-1	-1	0	0	0
Ô­ÌåÁ¦(9¼¶)				93	170	170	-1	-1	0	0	0
Ô­ÌåÁ¦(10¼¶)				93	190	190	-1	-1	0	0	0
Ô­ÌåÁ¦(11¼¶)				93	210	210	-1	-1	0	0	0
Ô­ÌåÁ¦(12¼¶)				93	230	230	-1	-1	0	0	0
Ô­ÌåÁ¦(13¼¶)				93	250	250	-1	-1	0	0	0
Ô­ÌåÁ¦(14¼¶)				93	270	270	-1	-1	0	0	0
Ô­ÌåÁ¦(15¼¶)				93	290	290	-1	-1	0	0	0
Ô­ÌåÁ¦(16¼¶)				93	310	310	-1	-1	0	0	0
Ô­ÌåÁ¦(17¼¶)				93	330	330	-1	-1	0	0	0
Ô­ÌåÁ¦(18¼¶)				93	350	350	-1	-1	0	0	0
Ô­ÌåÁ¦(19¼¶)				93	370	370	-1	-1	0	0	0
Ô­ÌåÁ¦(20¼¶)				93	390	390	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(1¼¶)				246	100	100	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(2¼¶)				246	200	200	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(3¼¶)				246	300	300	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(4¼¶)				246	400	400	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(5¼¶)				246	500	500	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(6¼¶)				246	600	600	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(7¼¶)				246	700	700	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(8¼¶)				246	800	800	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(9¼¶)				246	900	900	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(10¼¶)				246	1000	1000	-1	-1	0	0	0
ÎåÐÐÈõ»¯Öµ(1¼¶)				247	100	100	-1	-1	0	0	0
ÎåÐÐÈõ»¯Öµ(2¼¶)				247	200	200	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(3¼¶)				247	300	300	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(4¼¶)				247	400	400	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(5¼¶)				247	500	500	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(6¼¶)				247	600	600	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(7¼¶)				247	700	700	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(8¼¶)				247	800	800	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(9¼¶)				247	900	900	-1	-1	0	0	0
ÎåÐÐÇ¿»¯Öµ(10¼¶)				247	1000	1000	-1	-1	0	0	0
ºáÉ¨Ç§¾ü2				139	3	3	-1	-1	319	319	0
ÎÞÏàÕ¶				139	3	3	-1	-1	321	321	0
×··ç¾÷				139	3	3	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	3	3	-1	-1	323	323	0
ÆÆÌìÕ¶				139	3	3	-1	-1	322	322	0
Èý¶ëö«Ñ©				139	3	3	-1	-1	328	328	0
·çËªËéÓ°				139	3	3	-1	-1	380	380	0
±ù×ÙÎÞÓ°				139	3	3	-1	-1	336	336	0
±ùÐÄÏÉ×Ó				139	3	3	-1	-1	337	337	0
Òõ·çÊ´¹Ç				139	3	3	-1	-1	353	353	0
ÐþÒõÕ¶				139	3	3	-1	-1	355	355	0
Éå»êÔÂÓ°				139	3	3	-1	-1	339	339	0
±©ÓêÀæ»¨				139	3	3	-1	-1	302	302	0
¾Å¹¬·ÉÐÇ				139	3	3	-1	-1	342	342	0
·ÉÁúÔÚÌì				139	3	3	-1	-1	357	357	0
ÌìÏÂÎÞ¹·				139	3	3	-1	-1	359	359	0
ÔÆÁú»÷				139	3	3	-1	-1	361	361	0
ÌìÍâÁ÷ÐÇ				139	3	3	-1	-1	362	362	0
ÌìµØÎÞ¼«1				139	3	3	-1	-1	365	365	0
ÈË½£ºÏÒ»				139	3	3	-1	-1	368	368	0
°ÁÑ©Ð¥·ç				139	3	3	-1	-1	372	372	0
À×¶¯¾ÅÌì				139	3	3	-1	-1	375	375	0
ÉúÃü»Ø¸´Ð§ÂÊ(1¼¶)				190	1	1	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(2¼¶)				190	2	2	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(3¼¶)				190	3	3	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(4¼¶)				190	4	4	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(5¼¶)				190	5	5	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(6¼¶)				190	6	6	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(7¼¶)				190	7	7	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(8¼¶)				190	8	8	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(9¼¶)				190	9	9	-1	-1	0	0	0
ÉúÃü»Ø¸´Ð§ÂÊ(10¼¶)				190	10	10	-1	-1	0	0	0
ÍâÆÕ%£¨1¼¶£©				126	5	5	-1	-1	6	6	0
ÍâÆÕ%£¨2¼¶£©				126	10	10	-1	-1	6	6	0
ÍâÆÕ%£¨3¼¶£©				126	15	15	-1	-1	6	6	0
ÍâÆÕ%£¨4¼¶£©				126	20	20	-1	-1	6	6	0
ÍâÆÕ%£¨5¼¶£©				126	25	25	-1	-1	6	6	0
ÍâÆÕ%£¨6¼¶£©				126	30	30	-1	-1	6	6	0
ÍâÆÕ%£¨7¼¶£©				126	35	35	-1	-1	6	6	0
ÍâÆÕ%£¨8¼¶£©				126	40	40	-1	-1	6	6	0
ÍâÆÕ%£¨9¼¶£©				126	45	45	-1	-1	6	6	0
ÍâÆÕ%£¨10¼¶£©				126	50	50	-1	-1	6	6	0
ÍâÆÕ%£¨11¼¶£©				126	55	55	-1	-1	6	6	0
ÍâÆÕ%£¨12¼¶£©				126	60	60	-1	-1	6	6	0
ÍâÆÕ%£¨13¼¶£©				126	65	65	-1	-1	6	6	0
ÍâÆÕ%£¨14¼¶£©				126	70	70	-1	-1	6	6	0
ÍâÆÕ%£¨15¼¶£©				126	75	75	-1	-1	6	6	0
ÍâÆÕ%£¨16¼¶£©				126	80	80	-1	-1	6	6	0
ÍâÆÕ%£¨17¼¶£©				126	85	85	-1	-1	6	6	0
ÍâÆÕ%£¨18¼¶£©				126	90	90	-1	-1	6	6	0
ÍâÆÕ%£¨19¼¶£©				126	95	95	-1	-1	6	6	0
ÍâÆÕ%£¨20¼¶£©				126	100	100	-1	-1	6	6	0
ÐÐÁú²»Óê				139	1	1	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	1	1	-1	-1	8	8	0
Áú×¦»¢×¥				139	1	1	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	1	1	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	1	1	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	1	1	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	1	1	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	1	1	-1	-1	19	19	0
Õ¶Áú¾÷				139	1	1	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	1	1	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	1	1	-1	-1	31	31	0
³ËÁú¾÷				139	1	1	-1	-1	324	324	0
»Ø·çÂäÑã				139	1	1	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	1	1	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	1	1	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	1	1	-1	-1	41	41	0
¾ªÀ×Õ¶				139	1	1	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	1	1	-1	-1	24	24	0
ÆÃ·çÕ¶				139	1	1	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	1	1	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	1	1	-1	-1	85	85	0
¶ëáÒ½£·¨				139	1	1	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	1	1	-1	-1	385	385	0
²»Ãð²»¾ø				139	1	1	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	1	1	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	1	1	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	1	1	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	1	1	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	1	1	-1	-1	99	99	0
´äÑÌµ¶·¨				139	1	1	-1	-1	95	95	0
Óê´òÀæ»¨				139	1	1	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	1	1	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	1	1	-1	-1	102	102	0
´äÑÌË«µ¶1				139	1	1	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	1	1	-1	-1	113	113	0
±Ìº£³±Éú				139	1	1	-1	-1	111	111	0
¶¾É°ÕÆ				139	1	1	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	1	1	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	1	1	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	1	1	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	1	1	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	1	1	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	1	1	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	1	1	-1	-1	74	74	0
Åùö¨µ¯				139	1	1	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	1	1	-1	-1	43	43	0
×·ÐÄ¼ý				139	1	1	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	1	1	-1	-1	249	249	0
ÂþÌì»¨Óê				139	1	1	-1	-1	54	54	0
ÌìÂÞµØÍø				139	1	1	-1	-1	58	58	0
¶á»êïÚ				139	1	1	-1	-1	47	47	0
É¢»¨ïÚ				139	1	1	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	1	1	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	1	1	-1	-1	116	116	0
½µÁúÕÆ				139	1	1	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	1	1	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	1	1	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	1	1	-1	-1	115	115	0
´ò¹·Õó				139	1	1	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	1	1	-1	-1	125	125	0
²ÐÑôÈçÑª				139	1	1	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	1	1	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	1	1	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	1	1	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	1	1	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	1	1	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	1	1	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	1	1	-1	-1	148	148	0
Å­À×Ö¸				139	1	1	-1	-1	153	153	0
Îäµ±È­·¨				139	1	1	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	1	1	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	1	1	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	1	1	-1	-1	155	155	0
Îäµ±½£·¨				139	1	1	-1	-1	151	151	0
½£·É¾ªÌì				139	1	1	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	1	1	-1	-1	267	267	0
ºô·ç·¨				139	1	1	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	1	1	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	1	1	-1	-1	178	178	0
¿ñ·çÖèµç				139	1	1	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	1	1	-1	-1	179	179	0
À¥ÂØ½£·¨				139	1	1	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	1	1	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	1	1	-1	-1	182	182	0
ÐÐÁú²»Óê				139	2	2	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	2	2	-1	-1	8	8	0
Áú×¦»¢×¥				139	2	2	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	2	2	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	2	2	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	2	2	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	2	2	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	2	2	-1	-1	19	19	0
Õ¶Áú¾÷				139	2	2	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	2	2	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	2	2	-1	-1	31	31	0
³ËÁú¾÷				139	2	2	-1	-1	324	324	0
»Ø·çÂäÑã				139	2	2	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	2	2	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	2	2	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	2	2	-1	-1	41	41	0
¾ªÀ×Õ¶				139	2	2	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	2	2	-1	-1	24	24	0
ÆÃ·çÕ¶				139	2	2	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	2	2	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	2	2	-1	-1	85	85	0
¶ëáÒ½£·¨				139	2	2	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	2	2	-1	-1	385	385	0
²»Ãð²»¾ø				139	2	2	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	2	2	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	2	2	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	2	2	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	2	2	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	2	2	-1	-1	99	99	0
´äÑÌµ¶·¨				139	2	2	-1	-1	95	95	0
Óê´òÀæ»¨				139	2	2	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	2	2	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	2	2	-1	-1	102	102	0
´äÑÌË«µ¶1				139	2	2	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	2	2	-1	-1	113	113	0
±Ìº£³±Éú				139	2	2	-1	-1	111	111	0
¶¾É°ÕÆ				139	2	2	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	2	2	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	2	2	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	2	2	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	2	2	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	2	2	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	2	2	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	2	2	-1	-1	74	74	0
Åùö¨µ¯				139	2	2	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	2	2	-1	-1	43	43	0
×·ÐÄ¼ý				139	2	2	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	2	2	-1	-1	249	249	0
ÂþÌì»¨Óê				139	2	2	-1	-1	54	54	0
ÌìÂÞµØÍø				139	2	2	-1	-1	58	58	0
¶á»êïÚ				139	2	2	-1	-1	47	47	0
É¢»¨ïÚ				139	2	2	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	2	2	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	2	2	-1	-1	116	116	0
½µÁúÕÆ				139	2	2	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	2	2	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	2	2	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	2	2	-1	-1	115	115	0
´ò¹·Õó				139	2	2	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	2	2	-1	-1	125	125	0
²ÐÑôÈçÑª				139	2	2	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	2	2	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	2	2	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	2	2	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	2	2	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	2	2	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	2	2	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	2	2	-1	-1	148	148	0
Å­À×Ö¸				139	2	2	-1	-1	153	153	0
Îäµ±È­·¨				139	2	2	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	2	2	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	2	2	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	2	2	-1	-1	155	155	0
Îäµ±½£·¨				139	2	2	-1	-1	151	151	0
½£·É¾ªÌì				139	2	2	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	2	2	-1	-1	267	267	0
ºô·ç·¨				139	2	2	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	2	2	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	2	2	-1	-1	178	178	0
¿ñ·çÖèµç				139	2	2	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	2	2	-1	-1	179	179	0
À¥ÂØ½£·¨				139	2	2	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	2	2	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	2	2	-1	-1	182	182	0
ÐÐÁú²»Óê				139	3	3	-1	-1	14	14	0
ÉÙÁÖÈ­·¨1				139	3	3	-1	-1	8	8	0
Áú×¦»¢×¥				139	3	3	-1	-1	271	271	0
½ð¸Õ·üÄ§				139	3	3	-1	-1	10	10	0
ÉÙÁÖ¹÷·¨				139	3	3	-1	-1	4	4	0
ºáÉ¨ÁùºÏ				139	3	3	-1	-1	11	11	0
ÉÙÁÖµ¶·¨				139	3	3	-1	-1	6	6	0
Ä¦Ú­ÎÞÁ¿				139	3	3	-1	-1	19	19	0
Õ¶Áú¾÷				139	3	3	-1	-1	29	29	0
ÌìÍõ´¸·¨				139	3	3	-1	-1	26	26	0
ÐÐÔÆ¾÷				139	3	3	-1	-1	31	31	0
³ËÁú¾÷				139	3	3	-1	-1	324	324	0
»Ø·çÂäÑã				139	3	3	-1	-1	30	30	0
ÌìÍõÇ¹·¨				139	3	3	-1	-1	23	23	0
Ñô¹ØÈýµþ				139	3	3	-1	-1	35	35	0
ÑªÕ½°Ë·½				139	3	3	-1	-1	41	41	0
¾ªÀ×Õ¶				139	3	3	-1	-1	34	34	0
ÌìÍõµ¶·¨				139	3	3	-1	-1	24	24	0
ÆÃ·çÕ¶				139	3	3	-1	-1	37	37	0
ÎÞÐÄÕ¶				139	3	3	-1	-1	32	32	0
Ò»Ò¶ÖªÇï				139	3	3	-1	-1	85	85	0
¶ëáÒ½£·¨				139	3	3	-1	-1	77	77	0
ÍÆ´°ÍûÔÂ				139	3	3	-1	-1	385	385	0
²»Ãð²»¾ø				139	3	3	-1	-1	88	88	0
Æ®Ñ©´©ÔÆ				139	3	3	-1	-1	80	80	0
¶ëáÒÕÆ·¨1				139	3	3	-1	-1	79	79	0
ËÄÏóÍ¬¹é				139	3	3	-1	-1	82	82	0
·ð¹âÆÕÕÕ1				139	3	3	-1	-1	91	91	0
·ç»¨Ñ©ÔÂ				139	3	3	-1	-1	99	99	0
´äÑÌµ¶·¨				139	3	3	-1	-1	95	95	0
Óê´òÀæ»¨				139	3	3	-1	-1	105	105	0
ÄÁÒ°Á÷ÐÇ				139	3	3	-1	-1	108	108	0
·ç¾í²ÐÑ©				139	3	3	-1	-1	102	102	0
´äÑÌË«µ¶1				139	3	3	-1	-1	97	97	0
¸¡ÔÆÉ¢Ñ©				139	3	3	-1	-1	113	113	0
±Ìº£³±Éú				139	3	3	-1	-1	111	111	0
¶¾É°ÕÆ				139	3	3	-1	-1	63	63	0
Îå¶¾ÕÆ·¨				139	3	3	-1	-1	62	62	0
ÓÄÚ¤÷¼÷Ã				139	3	3	-1	-1	68	68	0
Ììî¸µØÉ·ÊÖ				139	3	3	-1	-1	71	71	0
Ñªµ¶¶¾É±				139	3	3	-1	-1	65	65	0
Îå¶¾µ¶·¨				139	3	3	-1	-1	60	60	0
°Ù¶¾´©ÐÄ				139	3	3	-1	-1	384	384	0
Öì¸òÇàÚ¤				139	3	3	-1	-1	74	74	0
Åùö¨µ¯				139	3	3	-1	-1	45	45	0
ÌÆÃÅ°µÆ÷				139	3	3	-1	-1	43	43	0
×·ÐÄ¼ý				139	3	3	-1	-1	50	50	0
Ð¡Àî·Éµ¶				139	3	3	-1	-1	249	249	0
ÂþÌì»¨Óê				139	3	3	-1	-1	54	54	0
ÌìÂÞµØÍø				139	3	3	-1	-1	58	58	0
¶á»êïÚ				139	3	3	-1	-1	47	47	0
É¢»¨ïÚ				139	3	3	-1	-1	341	341	0
¼ûÈËÉìÊÖ				139	3	3	-1	-1	122	122	0
Ø¤°ïÕÆ·¨				139	3	3	-1	-1	116	116	0
½µÁúÕÆ				139	3	3	-1	-1	274	274	0
¿ºÁúÓÐ»Ú1				139	3	3	-1	-1	128	128	0
ÑØÃÅÍÐ²§				139	3	3	-1	-1	119	119	0
Ø¤°ï°ô·¨				139	3	3	-1	-1	115	115	0
´ò¹·Õó				139	3	3	-1	-1	124	124	0
°ô´ò¶ñ¹·				139	3	3	-1	-1	125	125	0
²ÐÑôÈçÑª				139	3	3	-1	-1	135	135	0
ÌìÈÌÃ¬·¨				139	3	3	-1	-1	132	132	0
ÁÒ»ðÇéÌì				139	3	3	-1	-1	141	141	0
ÍµÌì»»ÈÕ				139	3	3	-1	-1	142	142	0
µ¯Ö¸ÁÒÑæ				139	3	3	-1	-1	145	145	0
ÌìÈÌµ¶·¨				139	3	3	-1	-1	131	131	0
ÍÆÉ½Ìîº£1				139	3	3	-1	-1	138	138	0
Ä§Ñ×ÆßÉ±1				139	3	3	-1	-1	148	148	0
Å­À×Ö¸				139	3	3	-1	-1	153	153	0
Îäµ±È­·¨				139	3	3	-1	-1	152	152	0
°þ¼°¶ø¸´1				139	3	3	-1	-1	164	164	0
ÎÞÎÒÎÞ½£1				139	3	3	-1	-1	165	165	0
²×º£Ã÷ÔÂ				139	3	3	-1	-1	155	155	0
Îäµ±½£·¨				139	3	3	-1	-1	151	151	0
½£·É¾ªÌì				139	3	3	-1	-1	158	158	0
Èý»·Ì×ÔÂ				139	3	3	-1	-1	267	267	0
ºô·ç·¨				139	3	3	-1	-1	169	169	0
À¥ÂØµ¶·¨				139	3	3	-1	-1	167	167	0
Ò»ÆøÈýÇå·û				139	3	3	-1	-1	178	178	0
¿ñ·çÖèµç				139	3	3	-1	-1	176	176	0
¿ñÀ×ÕðµØ				139	3	3	-1	-1	179	179	0
À¥ÂØ½£·¨				139	3	3	-1	-1	168	168	0
Ìì¼ÊÑ¸À×				139	3	3	-1	-1	172	172	0
ÎåÀ×Õý·¨				139	3	3	-1	-1	182	182	0
ºáÉ¨Ç§¾ü2				139	1	1	-1	-1	319	319	0
ÎÞÏàÕ¶				139	1	1	-1	-1	321	321	0
×··ç¾÷				139	1	1	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	1	1	-1	-1	323	323	0
ÆÆÌìÕ¶				139	1	1	-1	-1	322	322	0
Èý¶ëö«Ñ©				139	1	1	-1	-1	328	328	0
·çËªËéÓ°				139	1	1	-1	-1	380	380	0
±ù×ÙÎÞÓ°				139	1	1	-1	-1	336	336	0
±ùÐÄÏÉ×Ó				139	1	1	-1	-1	337	337	0
Òõ·çÊ´¹Ç				139	1	1	-1	-1	353	353	0
ÐþÒõÕ¶				139	1	1	-1	-1	355	355	0
Éå»êÔÂÓ°				139	1	1	-1	-1	339	339	0
±©ÓêÀæ»¨				139	1	1	-1	-1	302	302	0
¾Å¹¬·ÉÐÇ				139	1	1	-1	-1	342	342	0
·ÉÁúÔÚÌì				139	1	1	-1	-1	357	357	0
ÌìÏÂÎÞ¹·				139	1	1	-1	-1	359	359	0
ÔÆÁú»÷				139	1	1	-1	-1	361	361	0
ÌìÍâÁ÷ÐÇ				139	1	1	-1	-1	362	362	0
ÌìµØÎÞ¼«1				139	1	1	-1	-1	365	365	0
ÈË½£ºÏÒ»				139	1	1	-1	-1	368	368	0
°ÁÑ©Ð¥·ç				139	1	1	-1	-1	372	372	0
À×¶¯¾ÅÌì				139	1	1	-1	-1	375	375	0
ºáÉ¨Ç§¾ü2				139	2	2	-1	-1	319	319	0
ÎÞÏàÕ¶				139	2	2	-1	-1	321	321	0
×··ç¾÷				139	2	2	-1	-1	325	325	0
×·ÐÇÖðÔÂ				139	2	2	-1	-1	323	323	0
ÆÆÌìÕ¶				139	2	2	-1	-1	322	322	0
Èý¶ëö«Ñ©				139	2	2	-1	-1	328	328	0
·çËªËéÓ°				139	2	2	-1	-1	380	380	0
±ù×ÙÎÞÓ°				139	2	2	-1	-1	336	336	0
±ùÐÄÏÉ×Ó				139	2	2	-1	-1	337	337	0
Òõ·çÊ´¹Ç				139	2	2	-1	-1	353	353	0
ÐþÒõÕ¶				139	2	2	-1	-1	355	355	0
Éå»êÔÂÓ°				139	2	2	-1	-1	339	339	0
±©ÓêÀæ»¨				139	2	2	-1	-1	302	302	0
¾Å¹¬·ÉÐÇ				139	2	2	-1	-1	342	342	0
·ÉÁúÔÚÌì				139	2	2	-1	-1	357	357	0
ÌìÏÂÎÞ¹·				139	2	2	-1	-1	359	359	0
ÔÆÁú»÷				139	2	2	-1	-1	361	361	0
ÌìÍâÁ÷ÐÇ				139	2	2	-1	-1	362	362	0
ÌìµØÎÞ¼«1				139	2	2	-1	-1	365	365	0
ÈË½£ºÏÒ»				139	2	2	-1	-1	368	368	0
